,Variable,Importance,Cluster Name
519,Homeownership Rate,-0.00025295409621006737,All Clusters
520,High-Quality Early Child Ed,0.00021471723518207142,All Clusters
521,High-Quality Early Child Ed,0.00010813866895242885,All Clusters
522,High-Quality Early Child Ed,0.00013261649000861908,All Clusters
523,High-Quality Early Child Ed,7.731791644471908e-05,All Clusters
524,High-Quality Early Child Ed,-0.0004361315162959567,All Clusters
525,High-Quality Early Child Ed,1.0320750384207322e-05,All Clusters
526,High-Quality Early Child Ed,0.0002572189659153512,All Clusters
527,High-Quality Early Child Ed,0.0005488989792182819,All Clusters
528,High-Quality Early Child Ed,0.0003664525376222416,All Clusters
529,High-Quality Early Child Ed,0.0002301737517446112,All Clusters
530,High-Quality Early Child Ed,0.00012312129835778673,All Clusters
531,High-Quality Early Child Ed,-0.0002115842113407096,All Clusters
532,High-Quality Early Child Ed,0.00037872231282054525,All Clusters
533,High-Quality Early Child Ed,0.00042438913235010034,All Clusters
534,High-Quality Early Child Ed,2.6219722795484124e-05,All Clusters
535,High-Quality Early Child Ed,0.0005649129469712522,All Clusters
536,High-Quality Early Child Ed,0.00011106673812422141,All Clusters
537,High-Quality Early Child Ed,8.364030822460844e-05,All Clusters
538,High-Quality Early Child Ed,0.0003026268154412426,All Clusters
539,High-Quality Early Child Ed,-0.00014684374241447085,All Clusters
540,College Enroll,0.00020373397463979703,All Clusters
541,College Enroll,-0.00015551951214598514,All Clusters
542,College Enroll,0.0001035461343111832,All Clusters
543,College Enroll,0.0005310091963456331,All Clusters
544,College Enroll,0.00020253584595719687,All Clusters
545,College Enroll,2.789814828529913e-05,All Clusters
546,College Enroll,-0.00024209117684059756,All Clusters
547,College Enroll,-0.00029646524436477417,All Clusters
548,College Enroll,0.0001660844415921625,All Clusters
549,College Enroll,0.0007761866523011696,All Clusters
550,College Enroll,-0.00036645810174051885,All Clusters
551,College Enroll,-0.00012809327936069703,All Clusters
552,College Enroll,0.00034746860969714355,All Clusters
553,College Enroll,0.0001650725839553724,All Clusters
554,College Enroll,0.00037299502588161726,All Clusters
555,College Enroll,-0.00016347203264754917,All Clusters
556,College Enroll,8.793867385492593e-05,All Clusters
557,College Enroll,3.6613325209544634e-05,All Clusters
558,College Enroll,-2.922068156885338e-06,All Clusters
559,College Enroll,-6.0985470449748114e-05,All Clusters
560,Hazardous Waste,0.00011454698888646586,All Clusters
561,Hazardous Waste,9.338080078191702e-05,All Clusters
562,Hazardous Waste,-5.778082954954744e-05,All Clusters
563,Hazardous Waste,6.693700326643182e-05,All Clusters
564,Hazardous Waste,5.1372552471673494e-05,All Clusters
565,Hazardous Waste,5.961067985726931e-05,All Clusters
566,Hazardous Waste,0.00017955738963582046,All Clusters
567,Hazardous Waste,0.0001338310245239116,All Clusters
568,Hazardous Waste,4.258167661330692e-05,All Clusters
569,Hazardous Waste,8.78193863632637e-05,All Clusters
570,Hazardous Waste,-1.0769645081176726e-05,All Clusters
571,Hazardous Waste,4.93636745131365e-05,All Clusters
572,Hazardous Waste,0.00015657895269849398,All Clusters
573,Hazardous Waste,0.00013649201867960148,All Clusters
574,Hazardous Waste,0.00011478913573015337,All Clusters
575,Hazardous Waste,5.244191701425649e-05,All Clusters
576,Hazardous Waste,3.898749530717449e-05,All Clusters
577,Hazardous Waste,5.882439241478021e-05,All Clusters
578,Hazardous Waste,7.531447888531329e-05,All Clusters
579,Hazardous Waste,6.971686736079175e-05,All Clusters
580,COI Year,0.0,All Clusters
581,COI Year,0.0,All Clusters
582,COI Year,0.0,All Clusters
583,COI Year,0.0,All Clusters
584,COI Year,0.0,All Clusters
585,COI Year,0.0,All Clusters
586,COI Year,0.0,All Clusters
587,COI Year,0.0,All Clusters
588,COI Year,0.0,All Clusters
589,COI Year,0.0,All Clusters
590,COI Year,0.0,All Clusters
591,COI Year,0.0,All Clusters
592,COI Year,0.0,All Clusters
593,COI Year,0.0,All Clusters
594,COI Year,0.0,All Clusters
595,COI Year,0.0,All Clusters
596,COI Year,0.0,All Clusters
597,COI Year,0.0,All Clusters
598,COI Year,0.0,All Clusters
599,COI Year,0.0,All Clusters
600,Health Insurance Coverage,0.0002674564415643399,All Clusters
601,Health Insurance Coverage,-3.8128526095304593e-06,All Clusters
602,Health Insurance Coverage,-0.0010755827018943398,All Clusters
603,Health Insurance Coverage,-0.0010826730311122024,All Clusters
604,Health Insurance Coverage,-0.0004644070971396852,All Clusters
605,Health Insurance Coverage,-0.0013537027861504347,All Clusters
606,Health Insurance Coverage,-0.0007095973167791092,All Clusters
607,Health Insurance Coverage,-0.0009735161523584113,All Clusters
608,Health Insurance Coverage,-0.0004932761667312269,All Clusters
609,Health Insurance Coverage,0.00030434738679108175,All Clusters
610,Health Insurance Coverage,-0.0005920374072569956,All Clusters
611,Health Insurance Coverage,-0.0010852786798634106,All Clusters
612,Health Insurance Coverage,0.0006061300166749772,All Clusters
613,Health Insurance Coverage,-0.0006036672562671486,All Clusters
614,Health Insurance Coverage,0.0006522531561511391,All Clusters
615,Health Insurance Coverage,0.0003655650077507566,All Clusters
616,Health Insurance Coverage,-0.0006130948287556004,All Clusters
617,Health Insurance Coverage,-0.0009641698360169926,All Clusters
618,Health Insurance Coverage,-0.000735338247827455,All Clusters
619,Health Insurance Coverage,0.00020616696275033153,All Clusters
620,Pop - Total,-0.000764808188733368,All Clusters
621,Pop - Total,-0.0003284933390700351,All Clusters
622,Pop - Total,-0.0004355298267398888,All Clusters
623,Pop - Total,-0.0006487075987721136,All Clusters
624,Pop - Total,-0.0007344627515252222,All Clusters
625,Pop - Total,-0.0005158799317278584,All Clusters
626,Pop - Total,-0.00043765105162618667,All Clusters
627,Pop - Total,-0.0005568043169589254,All Clusters
628,Pop - Total,-0.0005287395561329733,All Clusters
629,Pop - Total,-0.0005668853684921427,All Clusters
630,Pop - Total,-0.0007571151865146675,All Clusters
631,Pop - Total,-0.0008370514071868174,All Clusters
632,Pop - Total,-0.000986676372602191,All Clusters
633,Pop - Total,-0.0007452688774000071,All Clusters
634,Pop - Total,-0.000742958107377345,All Clusters
635,Pop - Total,-0.00046764844059909993,All Clusters
636,Pop - Total,-0.0007111059162180355,All Clusters
637,Pop - Total,-0.0002770407693878374,All Clusters
638,Pop - Total,-0.0006289188130831347,All Clusters
639,Pop - Total,-0.0005933319068124332,All Clusters
640,Healthy Food Access,-0.0008139956953231442,All Clusters
641,Healthy Food Access,-0.0009499738426160809,All Clusters
642,Healthy Food Access,-0.0006215192637369915,All Clusters
643,Healthy Food Access,-0.0008537195099058703,All Clusters
644,Healthy Food Access,-0.00048583633553811456,All Clusters
645,Healthy Food Access,-0.0009745414047145351,All Clusters
646,Healthy Food Access,-0.00017152735300596245,All Clusters
647,Healthy Food Access,-0.0006556693289226923,All Clusters
648,Healthy Food Access,-0.0011128505522151055,All Clusters
649,Healthy Food Access,-0.0005260585375365112,All Clusters
650,Healthy Food Access,-7.134795674057504e-05,All Clusters
651,Healthy Food Access,-0.0009473157363951712,All Clusters
652,Healthy Food Access,-0.0007851708389203793,All Clusters
653,Healthy Food Access,-0.0004787214290381536,All Clusters
654,Healthy Food Access,-0.00015124907176444768,All Clusters
655,Healthy Food Access,-0.0003822778535559346,All Clusters
656,Healthy Food Access,-0.0009687339749274715,All Clusters
657,Healthy Food Access,-0.001035160341378849,All Clusters
658,Healthy Food Access,-0.001043402810960159,All Clusters
659,Healthy Food Access,-0.0008430606321614409,All Clusters
660,Walkablity,-0.0005638604869184771,All Clusters
661,Walkablity,-0.0014226750910318886,All Clusters
662,Walkablity,-0.0015993076101029624,All Clusters
663,Walkablity,-0.0016998872025870693,All Clusters
664,Walkablity,-0.0015816014768703646,All Clusters
665,Walkablity,-0.0017427102690678042,All Clusters
666,Walkablity,-0.0017206130531940422,All Clusters
667,Walkablity,-0.0010759148009710229,All Clusters
668,Walkablity,-0.0008991419005768275,All Clusters
669,Walkablity,-0.0011827986926075118,All Clusters
670,Walkablity,-0.0017508570084386887,All Clusters
671,Walkablity,-0.0011234201598646631,All Clusters
672,Walkablity,-0.0013352852858379283,All Clusters
673,Walkablity,-0.0015948178273368363,All Clusters
674,Walkablity,-0.0002938351721085697,All Clusters
675,Walkablity,-0.0001256422933025858,All Clusters
676,Walkablity,-0.0007925636576470163,All Clusters
677,Walkablity,-0.0020663615695549753,All Clusters
678,Walkablity,-0.0010937374968834623,All Clusters
679,Walkablity,-0.0010647570398721884,All Clusters
680,Teacher Experience,-0.0025476073067670635,All Clusters
681,Teacher Experience,-0.0026878189415718845,All Clusters
682,Teacher Experience,-0.0029385269402683045,All Clusters
683,Teacher Experience,-0.0030664651579667135,All Clusters
684,Teacher Experience,-0.002534778776097091,All Clusters
685,Teacher Experience,-0.0029118196860506984,All Clusters
686,Teacher Experience,-0.003156731791428835,All Clusters
687,Teacher Experience,-0.0025733209232163823,All Clusters
688,Teacher Experience,-0.003031092307659411,All Clusters
689,Teacher Experience,-0.0026539187500921324,All Clusters
690,Teacher Experience,-0.0028788550904236265,All Clusters
691,Teacher Experience,-0.003043302991323271,All Clusters
692,Teacher Experience,-0.0030098002290137593,All Clusters
693,Teacher Experience,-0.0030675220772827805,All Clusters
694,Teacher Experience,-0.0031377259239740996,All Clusters
695,Teacher Experience,-0.003085247909754174,All Clusters
696,Teacher Experience,-0.0030326741259031342,All Clusters
697,Teacher Experience,-0.002162710852023131,All Clusters
698,Teacher Experience,-0.0031849225864931663,All Clusters
699,Teacher Experience,-0.0023941630677063452,All Clusters
700,Cluster ID,-0.0029855501180442445,All Clusters
701,Cluster ID,-0.003401273087101031,All Clusters
702,Cluster ID,-0.0034384698591577445,All Clusters
703,Cluster ID,-0.0027497044280885286,All Clusters
704,Cluster ID,-0.0029805819552061186,All Clusters
705,Cluster ID,-0.0030830156837008404,All Clusters
706,Cluster ID,-0.00242651143078787,All Clusters
707,Cluster ID,-0.0029945370866450993,All Clusters
708,Cluster ID,-0.0035882927217908422,All Clusters
709,Cluster ID,-0.0024744424469683723,All Clusters
710,Cluster ID,-0.0036775843549444742,All Clusters
711,Cluster ID,-0.00237767051452209,All Clusters
712,Cluster ID,-0.002402635154219901,All Clusters
713,Cluster ID,-0.003216699786864452,All Clusters
714,Cluster ID,-0.0026743429959324994,All Clusters
715,Cluster ID,-0.0027445334379666564,All Clusters
716,Cluster ID,-0.002277748036653593,All Clusters
717,Cluster ID,-0.0022987771906822774,All Clusters
718,Cluster ID,-0.0025198943812461128,All Clusters
719,Cluster ID,-0.0029159301784051905,All Clusters
720,AP Enroll,-0.0026021782968220775,All Clusters
721,AP Enroll,-0.00297281682440953,All Clusters
722,AP Enroll,-0.0035065944585886966,All Clusters
723,AP Enroll,-0.0035322540849943573,All Clusters
724,AP Enroll,-0.003716269538392658,All Clusters
725,AP Enroll,-0.0032887767333250606,All Clusters
726,AP Enroll,-0.003556007741921108,All Clusters
727,AP Enroll,-0.0028051654832196293,All Clusters
728,AP Enroll,-0.0036047516424316806,All Clusters
729,AP Enroll,-0.003327731553805058,All Clusters
730,AP Enroll,-0.0026881325845221626,All Clusters
731,AP Enroll,-0.0031435605761181984,All Clusters
732,AP Enroll,-0.0029484817614374714,All Clusters
733,AP Enroll,-0.0027937215514823865,All Clusters
734,AP Enroll,-0.0025921331201984588,All Clusters
735,AP Enroll,-0.002824023554679367,All Clusters
736,AP Enroll,-0.0033279180892427096,All Clusters
737,AP Enroll,-0.003423181425189381,All Clusters
738,AP Enroll,-0.0031137028629258934,All Clusters
739,AP Enroll,-0.0035546807777789846,All Clusters
0,School Poverty,0.04229745778575067,Cluster 0
1,School Poverty,0.041608812232231895,Cluster 0
2,School Poverty,0.04401105090944868,Cluster 0
3,School Poverty,0.042176322414872125,Cluster 0
4,School Poverty,0.04401537228968744,Cluster 0
5,School Poverty,0.04100999715470621,Cluster 0
6,School Poverty,0.050034578263140506,Cluster 0
7,School Poverty,0.041023392322591445,Cluster 0
8,School Poverty,0.0418213136277078,Cluster 0
9,School Poverty,0.030451023665078458,Cluster 0
10,School Poverty,0.04400376492632996,Cluster 0
11,School Poverty,0.04592532798670923,Cluster 0
12,School Poverty,0.054687371215545344,Cluster 0
13,School Poverty,0.043230743006780536,Cluster 0
14,School Poverty,0.03819753871372222,Cluster 0
15,School Poverty,0.042938469955026703,Cluster 0
16,School Poverty,0.049486675716610584,Cluster 0
17,School Poverty,0.04401151381370394,Cluster 0
18,School Poverty,0.05162225527644926,Cluster 0
19,School Poverty,0.04120742042601444,Cluster 0
20,Airborne Microparticles,0.025405880994512575,Cluster 0
21,Airborne Microparticles,0.02271081764897931,Cluster 0
22,Airborne Microparticles,0.020543227582386803,Cluster 0
23,Airborne Microparticles,0.02048519920742853,Cluster 0
24,Airborne Microparticles,0.021014493242594745,Cluster 0
25,Airborne Microparticles,0.019976858024247757,Cluster 0
26,Airborne Microparticles,0.02323429686118128,Cluster 0
27,Airborne Microparticles,0.01925768249469173,Cluster 0
28,Airborne Microparticles,0.0226436801539861,Cluster 0
29,Airborne Microparticles,0.021185112258376493,Cluster 0
30,Airborne Microparticles,0.01944464574557403,Cluster 0
31,Airborne Microparticles,0.021424539314887636,Cluster 0
32,Airborne Microparticles,0.02573389980501084,Cluster 0
33,Airborne Microparticles,0.01847078653833456,Cluster 0
34,Airborne Microparticles,0.017627568328539955,Cluster 0
35,Airborne Microparticles,0.022783032972337636,Cluster 0
36,Airborne Microparticles,0.024461435753405314,Cluster 0
37,Airborne Microparticles,0.01847829111871635,Cluster 0
38,Airborne Microparticles,0.02536055254853875,Cluster 0
39,Airborne Microparticles,0.025162598840436146,Cluster 0
40,3rd Grade Reading Proficiency,0.02226833881357093,Cluster 0
41,3rd Grade Reading Proficiency,0.021103589700705916,Cluster 0
42,3rd Grade Reading Proficiency,0.02244763405808614,Cluster 0
43,3rd Grade Reading Proficiency,0.02200807669628324,Cluster 0
44,3rd Grade Reading Proficiency,0.026938639371472783,Cluster 0
45,3rd Grade Reading Proficiency,0.02100056629314262,Cluster 0
46,3rd Grade Reading Proficiency,0.02309136766452402,Cluster 0
47,3rd Grade Reading Proficiency,0.015929635802777065,Cluster 0
48,3rd Grade Reading Proficiency,0.02036332518794115,Cluster 0
49,3rd Grade Reading Proficiency,0.022309625889948115,Cluster 0
50,3rd Grade Reading Proficiency,0.021376807436381928,Cluster 0
51,3rd Grade Reading Proficiency,0.022023888165127792,Cluster 0
52,3rd Grade Reading Proficiency,0.02513815470797609,Cluster 0
53,3rd Grade Reading Proficiency,0.025045035251399894,Cluster 0
54,3rd Grade Reading Proficiency,0.023865364140442713,Cluster 0
55,3rd Grade Reading Proficiency,0.017244499662683488,Cluster 0
56,3rd Grade Reading Proficiency,0.02005964061640242,Cluster 0
57,3rd Grade Reading Proficiency,0.019077126723663795,Cluster 0
58,3rd Grade Reading Proficiency,0.016246363691073795,Cluster 0
59,3rd Grade Reading Proficiency,0.020292660476655122,Cluster 0
60,3rd Grade Math Proficiency,0.019061196433981187,Cluster 0
61,3rd Grade Math Proficiency,0.020860722604140514,Cluster 0
62,3rd Grade Math Proficiency,0.024815118902809963,Cluster 0
63,3rd Grade Math Proficiency,0.017101830336765933,Cluster 0
64,3rd Grade Math Proficiency,0.0251981698799143,Cluster 0
65,3rd Grade Math Proficiency,0.021306715293436862,Cluster 0
66,3rd Grade Math Proficiency,0.021349924911574947,Cluster 0
67,3rd Grade Math Proficiency,0.014892741915752072,Cluster 0
68,3rd Grade Math Proficiency,0.021810464390317086,Cluster 0
69,3rd Grade Math Proficiency,0.021440124059528443,Cluster 0
70,3rd Grade Math Proficiency,0.020961862630250683,Cluster 0
71,3rd Grade Math Proficiency,0.02284562349060737,Cluster 0
72,3rd Grade Math Proficiency,0.021415041134860036,Cluster 0
73,3rd Grade Math Proficiency,0.023077694084001843,Cluster 0
74,3rd Grade Math Proficiency,0.025333652460812317,Cluster 0
75,3rd Grade Math Proficiency,0.022216771872463625,Cluster 0
76,3rd Grade Math Proficiency,0.021227496671861745,Cluster 0
77,3rd Grade Math Proficiency,0.022173658242450767,Cluster 0
78,3rd Grade Math Proficiency,0.015686046937236964,Cluster 0
79,3rd Grade Math Proficiency,0.020345186701515416,Cluster 0
80,Industrial Pollutants,0.014321228919477735,Cluster 0
81,Industrial Pollutants,0.016312105468463067,Cluster 0
82,Industrial Pollutants,0.01789484451025347,Cluster 0
83,Industrial Pollutants,0.014062656767296566,Cluster 0
84,Industrial Pollutants,0.013694002688351303,Cluster 0
85,Industrial Pollutants,0.014917386203786465,Cluster 0
86,Industrial Pollutants,0.018913825750483282,Cluster 0
87,Industrial Pollutants,0.015701040376589148,Cluster 0
88,Industrial Pollutants,0.01594706953485936,Cluster 0
89,Industrial Pollutants,0.014423823038987371,Cluster 0
90,Industrial Pollutants,0.01697321319600087,Cluster 0
91,Industrial Pollutants,0.014708626195025776,Cluster 0
92,Industrial Pollutants,0.020261569794028156,Cluster 0
93,Industrial Pollutants,0.012644501935708208,Cluster 0
94,Industrial Pollutants,0.014058803451829305,Cluster 0
95,Industrial Pollutants,0.017061749020195638,Cluster 0
96,Industrial Pollutants,0.017046294413823215,Cluster 0
97,Industrial Pollutants,0.02134861274309008,Cluster 0
98,Industrial Pollutants,0.021829272742042938,Cluster 0
99,Industrial Pollutants,0.006968197296600476,Cluster 0
100,Extreme Heat Exposure,0.01121054388848175,Cluster 0
101,Extreme Heat Exposure,0.009929462309904102,Cluster 0
102,Extreme Heat Exposure,0.00951627219633211,Cluster 0
103,Extreme Heat Exposure,0.008794731059429961,Cluster 0
104,Extreme Heat Exposure,0.010118790946077927,Cluster 0
105,Extreme Heat Exposure,0.010354088336591905,Cluster 0
106,Extreme Heat Exposure,0.009543706436738963,Cluster 0
107,Extreme Heat Exposure,0.00967674396417928,Cluster 0
108,Extreme Heat Exposure,0.01057098432605419,Cluster 0
109,Extreme Heat Exposure,0.012491311972785413,Cluster 0
110,Extreme Heat Exposure,0.0050220328840299144,Cluster 0
111,Extreme Heat Exposure,0.009612181345986182,Cluster 0
112,Extreme Heat Exposure,0.010496332843018874,Cluster 0
113,Extreme Heat Exposure,0.012134265953814616,Cluster 0
114,Extreme Heat Exposure,0.012018025923720366,Cluster 0
115,Extreme Heat Exposure,0.012798938309224295,Cluster 0
116,Extreme Heat Exposure,0.009407327195081083,Cluster 0
117,Extreme Heat Exposure,0.008832338877161172,Cluster 0
118,Extreme Heat Exposure,0.011308223375992132,Cluster 0
119,Extreme Heat Exposure,0.012271660384461591,Cluster 0
120,Public Assistance Rate,0.007249291057265461,Cluster 0
121,Public Assistance Rate,0.005420547619187532,Cluster 0
122,Public Assistance Rate,0.009115655834564862,Cluster 0
123,Public Assistance Rate,0.009980928448893533,Cluster 0
124,Public Assistance Rate,0.010478044435463518,Cluster 0
125,Public Assistance Rate,0.010179103786335686,Cluster 0
126,Public Assistance Rate,0.0114426698844462,Cluster 0
127,Public Assistance Rate,0.009117437382762605,Cluster 0
128,Public Assistance Rate,0.006410532276419634,Cluster 0
129,Public Assistance Rate,0.00874647765711134,Cluster 0
130,Public Assistance Rate,0.012025912763170332,Cluster 0
131,Public Assistance Rate,0.011641067488935453,Cluster 0
132,Public Assistance Rate,0.011318125349565666,Cluster 0
133,Public Assistance Rate,0.00890799123092334,Cluster 0
134,Public Assistance Rate,0.011773642806570672,Cluster 0
135,Public Assistance Rate,0.008091790116334208,Cluster 0
136,Public Assistance Rate,0.011097717232296023,Cluster 0
137,Public Assistance Rate,0.009584294266034799,Cluster 0
138,Public Assistance Rate,0.007556829458658876,Cluster 0
139,Public Assistance Rate,0.008085899797898977,Cluster 0
140,College Enroll,0.009062246123403561,Cluster 0
141,College Enroll,0.00783883583685896,Cluster 0
142,College Enroll,0.010009311731004167,Cluster 0
143,College Enroll,0.008833808054324876,Cluster 0
144,College Enroll,0.009705794011808155,Cluster 0
145,College Enroll,0.011424032884888469,Cluster 0
146,College Enroll,0.009076480122505837,Cluster 0
147,College Enroll,0.008974022452453712,Cluster 0
148,College Enroll,0.0077608730704117335,Cluster 0
149,College Enroll,0.009198883031255045,Cluster 0
150,College Enroll,0.00933870452458363,Cluster 0
151,College Enroll,0.009070488470571791,Cluster 0
152,College Enroll,0.00813158494861066,Cluster 0
153,College Enroll,0.010216961854316087,Cluster 0
154,College Enroll,0.009310021337541219,Cluster 0
155,College Enroll,0.010924412646310278,Cluster 0
156,College Enroll,0.008432746623941112,Cluster 0
157,College Enroll,0.010957972653655501,Cluster 0
158,College Enroll,0.010009286121614336,Cluster 0
159,College Enroll,0.008422552810674167,Cluster 0
160,Employment Rate,0.008407339782997347,Cluster 0
161,Employment Rate,0.008713395662280243,Cluster 0
162,Employment Rate,0.010521308004639351,Cluster 0
163,Employment Rate,0.008279680233782782,Cluster 0
164,Employment Rate,0.008523540075525471,Cluster 0
165,Employment Rate,0.007148152125352358,Cluster 0
166,Employment Rate,0.010749495543363241,Cluster 0
167,Employment Rate,0.006151271274297598,Cluster 0
168,Employment Rate,0.008221088429818502,Cluster 0
169,Employment Rate,0.011676353114699611,Cluster 0
170,Employment Rate,0.008312618768048785,Cluster 0
171,Employment Rate,0.010924156509387162,Cluster 0
172,Employment Rate,0.011367217626942927,Cluster 0
173,Employment Rate,0.01038509120589648,Cluster 0
174,Employment Rate,0.008927997459831194,Cluster 0
175,Employment Rate,0.006628381003107031,Cluster 0
176,Employment Rate,0.010243262212300763,Cluster 0
177,Employment Rate,0.008032494302652626,Cluster 0
178,Employment Rate,0.008145754068499156,Cluster 0
179,Employment Rate,0.007636730882239484,Cluster 0
180,High School Grad Rate,0.006040926906040633,Cluster 0
181,High School Grad Rate,0.009237628734957148,Cluster 0
182,High School Grad Rate,0.008531791945447731,Cluster 0
183,High School Grad Rate,0.007461924708928702,Cluster 0
184,High School Grad Rate,0.008617828612361267,Cluster 0
185,High School Grad Rate,0.007811744048711544,Cluster 0
186,High School Grad Rate,0.00839869507866331,Cluster 0
187,High School Grad Rate,0.008942787439309097,Cluster 0
188,High School Grad Rate,0.010079006768597965,Cluster 0
189,High School Grad Rate,0.01064052621390954,Cluster 0
190,High School Grad Rate,0.00792929132397624,Cluster 0
191,High School Grad Rate,0.011208006488212852,Cluster 0
192,High School Grad Rate,0.00819840950800721,Cluster 0
193,High School Grad Rate,0.008646289720952827,Cluster 0
194,High School Grad Rate,0.006266813385053749,Cluster 0
195,High School Grad Rate,0.006795681484629723,Cluster 0
196,High School Grad Rate,0.008389426940045852,Cluster 0
197,High School Grad Rate,0.006555188112911781,Cluster 0
198,High School Grad Rate,0.010662523161184656,Cluster 0
199,High School Grad Rate,0.007253595101495702,Cluster 0
200,Walkablity,0.01021448903580191,Cluster 0
201,Walkablity,0.00632175601952123,Cluster 0
202,Walkablity,0.006075175926091414,Cluster 0
203,Walkablity,0.008708657318156843,Cluster 0
204,Walkablity,0.00720556395705807,Cluster 0
205,Walkablity,0.005001528331869953,Cluster 0
206,Walkablity,0.010338455804586255,Cluster 0
207,Walkablity,0.009114831960001513,Cluster 0
208,Walkablity,0.009499920334466117,Cluster 0
209,Walkablity,0.00798956945007967,Cluster 0
210,Walkablity,0.006036467523891753,Cluster 0
211,Walkablity,0.010553611538816732,Cluster 0
212,Walkablity,0.009966668737672268,Cluster 0
213,Walkablity,0.007673196160275175,Cluster 0
214,Walkablity,0.007815825641055762,Cluster 0
215,Walkablity,0.004880699757923823,Cluster 0
216,Walkablity,0.009143474756140857,Cluster 0
217,Walkablity,0.004405501713048987,Cluster 0
218,Walkablity,0.00870550987391916,Cluster 0
219,Walkablity,0.00785490345999107,Cluster 0
220,Housing Vacancy Rate,0.0069680331698523945,Cluster 0
221,Housing Vacancy Rate,0.007077754271274994,Cluster 0
222,Housing Vacancy Rate,0.007604020360168828,Cluster 0
223,Housing Vacancy Rate,0.003908608263168412,Cluster 0
224,Housing Vacancy Rate,0.006743334072736973,Cluster 0
225,Housing Vacancy Rate,0.004049040039514895,Cluster 0
226,Housing Vacancy Rate,0.0038857050052659714,Cluster 0
227,Housing Vacancy Rate,0.005690305286489505,Cluster 0
228,Housing Vacancy Rate,0.0035785803047934106,Cluster 0
229,Housing Vacancy Rate,0.0057961156977252015,Cluster 0
230,Housing Vacancy Rate,0.0038513325761204698,Cluster 0
231,Housing Vacancy Rate,0.003869059236895178,Cluster 0
232,Housing Vacancy Rate,0.003777073537950537,Cluster 0
233,Housing Vacancy Rate,0.0042076719765997694,Cluster 0
234,Housing Vacancy Rate,0.0063671573461066,Cluster 0
235,Housing Vacancy Rate,0.007219542471034623,Cluster 0
236,Housing Vacancy Rate,0.006124579185946111,Cluster 0
237,Housing Vacancy Rate,0.005249086291031491,Cluster 0
238,Housing Vacancy Rate,0.007229213208490681,Cluster 0
239,Housing Vacancy Rate,0.005057250241653377,Cluster 0
240,High-Skill Employment,0.003011018470129301,Cluster 0
241,High-Skill Employment,0.0040420249894980165,Cluster 0
242,High-Skill Employment,0.004985202863527771,Cluster 0
243,High-Skill Employment,0.00348126337604171,Cluster 0
244,High-Skill Employment,0.003330496942204886,Cluster 0
245,High-Skill Employment,0.005939925615407571,Cluster 0
246,High-Skill Employment,0.005643567984139564,Cluster 0
247,High-Skill Employment,0.0048582016492200175,Cluster 0
248,High-Skill Employment,0.005053251857414898,Cluster 0
249,High-Skill Employment,0.0062880503219590045,Cluster 0
250,High-Skill Employment,0.005288415201179286,Cluster 0
251,High-Skill Employment,0.004240029954450608,Cluster 0
252,High-Skill Employment,0.0063415350958034855,Cluster 0
253,High-Skill Employment,0.007941939831768385,Cluster 0
254,High-Skill Employment,0.006001421205762969,Cluster 0
255,High-Skill Employment,0.005001975304980255,Cluster 0
256,High-Skill Employment,0.006085869531219257,Cluster 0
257,High-Skill Employment,0.0050986003815923775,Cluster 0
258,High-Skill Employment,0.005618125367457982,Cluster 0
259,High-Skill Employment,0.006387993640349365,Cluster 0
260,Health Insurance Coverage,0.004470446728674249,Cluster 0
261,Health Insurance Coverage,0.004413544141357639,Cluster 0
262,Health Insurance Coverage,0.003914825349620954,Cluster 0
263,Health Insurance Coverage,0.0036222330864669194,Cluster 0
264,Health Insurance Coverage,0.004328440251966881,Cluster 0
265,Health Insurance Coverage,0.0008471772897061802,Cluster 0
266,Health Insurance Coverage,0.0028344269851615644,Cluster 0
267,Health Insurance Coverage,0.003878803061825309,Cluster 0
268,Health Insurance Coverage,0.004013211984036369,Cluster 0
269,Health Insurance Coverage,0.004649450793862031,Cluster 0
270,Health Insurance Coverage,0.0028461932570786885,Cluster 0
271,Health Insurance Coverage,0.0029393762794979184,Cluster 0
272,Health Insurance Coverage,0.002925819635335447,Cluster 0
273,Health Insurance Coverage,0.0032419081491700252,Cluster 0
274,Health Insurance Coverage,0.003542192551057699,Cluster 0
275,Health Insurance Coverage,0.005045192673789223,Cluster 0
276,Health Insurance Coverage,0.002584289792721961,Cluster 0
277,Health Insurance Coverage,0.002564966585033357,Cluster 0
278,Health Insurance Coverage,0.004154620092588934,Cluster 0
279,Health Insurance Coverage,0.0027796314600390115,Cluster 0
280,Subject (Read/Math),0.0031360813181064984,Cluster 0
281,Subject (Read/Math),0.002847588125573397,Cluster 0
282,Subject (Read/Math),0.004884021068470523,Cluster 0
283,Subject (Read/Math),0.0031888302804329305,Cluster 0
284,Subject (Read/Math),0.0026627633282459984,Cluster 0
285,Subject (Read/Math),0.0026074594068000723,Cluster 0
286,Subject (Read/Math),0.0030807557385462703,Cluster 0
287,Subject (Read/Math),0.0024093519803434216,Cluster 0
288,Subject (Read/Math),0.0027301448437716536,Cluster 0
289,Subject (Read/Math),0.0032134525983440465,Cluster 0
290,Subject (Read/Math),0.0021644813468615354,Cluster 0
291,Subject (Read/Math),0.0024212248605515185,Cluster 0
292,Subject (Read/Math),0.003346931785955909,Cluster 0
